"Faculty Of Technology & Engineering(MSU), Vadodara",TEXTILE ENGINEERING,17786,56.1445933
"Parul Institute of Engineering & Technology, Waghodia, Vadodara",INFORMATION TECHNOLOGY,17860,55.93767351
"Faculty Of Technology & Engineering(MSU), Vadodara",METALLURGICAL AND MATERIALS ENGINEERING,18373,54.72974985
"Government Engineering College, Rajkot",MECHANICAL ENGINEERING,18511,54.38004278
"P.P. Savani School of Engineering, P.P. Savani University, Kosamba",COMPUTER ENGINEERING,18554,54.29235016
"Government Engineering College, Bhavnagar",CIVIL ENGINEERING,18711,53.86547278
"Government Engineering College, Rajkot",CIVIL ENGINEERING,18806,53.64761903
"P.P. Savani School of Engineering, P.P. Savani University, Kosamba",COMPUTER SCIENCE & ENGINEERING,18859,53.51579476
"Vishwakarma Government Engineering College, Gandhinagar",INSTRUMENTATION & CONTROL ENGINEERING,18950,53.21920501
"Parul Institute of Technology, Waghodia, Vadodara",COMPUTER ENGINEERING,19045,52.96954591
"L.E.College ,Morbi",CHEMICAL ENGINEERING,19094,52.84811871
"Government Engineering College, Rajkot",ELECTRICAL ENGINEERING,19190,52.59308099
"Shri Sitaram N Patel Inst. Of Tech. & Res. (Vidhyabharti Trust),
Umrakh",COMPUTER SCIENCE & ENGINEERING,19453,51.88743341
"Ganpat University, U.V.Patel College of Engineering, Kherva,
Mehsana",INFORMATION TECHNOLOGY,19495,51.78734363
"Pandit Deendayal Energy University , Gandhinagar",ELECTRICAL ENGINEERING,19544,51.69584528
"Pandit Deendayal Energy University , Gandhinagar",PETROCHEMICAL ENGINEERING,19545,51.68993799
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",COMPUTER ENGINEERING,19653,51.39276149
"Shroff S.R.Rotary Inst. Of Chemical Technology, Vatatia, Bharuch",CHEMICAL ENGINEERING,19781,51.06015719
"Sal College Of Engineering , Ahmedabad",COMPUTER ENGINEERING,19802.5,51.01843496
"Ganpat University, U.V.Patel College of Engineering, Kherva,
Mehsana",COMPUTER ENGINEERING,19884,50.85799772
"Sal College Of Engineering , Ahmedabad",INFORMATION TECHNOLOGY,20174,50.10229881
"Bhagwan Mahavir College Of Engg. And Tech., Surat",COMPUTER ENGINEERING,20501,49.26461208
"ITM (SLS) Baroda University (Formerly Known as ITM Universe),
Vadodara",INFORMATION TECHNOLOGY,21267,47.38059721
"School of Engg. and Applied Science, Ahmedabad University,
Ahmedabad",CHEMICAL ENGINEERING,21467,46.9252616
"L.D.College Of Engineering, Ahmedabad",RUBBER TECHNOLOGY,21668,46.46448629
"L.J. Institute Of Engg And Tech., Ahmedabad",ROBOTICS & ARTIFICIAL INTELLIGENCE,21858,46.00224686
"Parul Institute of Technology, Waghodia, Vadodara",COMPUTER SCIENCE & ENGINEERING,21978,45.71307973
"Government Engineering College, Bhuj",CHEMICAL ENGINEERING,22121,45.33308065
"Faculty Of Technology(Sfi), Dharmsinh Desai University, Nadiad",INSTRUMENTATION & CONTROL ENGINEERING,22955,43.2187362
"P.P. Savani School of Engineering, P.P. Savani University, Kosamba",INFORMATION TECHNOLOGY,23185,42.62583667
"Government Engineering College, Valsad",ELECTRICAL ENGINEERING,23276,42.3887233
"Government Engineering College, Valsad",CIVIL ENGINEERING,23948,40.65011797
"Government Engineering College, Patan",CIVIL ENGINEERING,24567,39.15919704
"S.P.B. Patel Engg. College, (Saffrony), Linch, Mehsana",COMPUTER ENGINEERING,24835,38.46092868
APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,COMPUTER ENGINEERING,24866,38.39507304
"Pacific School Of Engineering, Surat",COMPUTER ENGINEERING,24874,38.39196397
"Government Engineering College, Bharuch",MECHANICAL ENGINEERING,25159,37.6558839
GYANMANJARI INSTITUTE OF TECHNOLOGY Bhavnagar,COMPUTER ENGINEERING,25219,37.48124607
"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL ANAND",INFORMATION TECHNOLOGY,25224,37.47713883
"S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY
NAVSARI",COMPUTER ENGINEERING,25418,37.0134805
"Ganpat University, Institute of Computer Tech., Kherva, Mehsana",COMPUTER SCIENCE & ENGINEERING (BIG DATA AN,25618,36.55014605
GYANMANJARI INSTITUTE OF TECHNOLOGY Bhavnagar,INFORMATION TECHNOLOGY,25863,35.95506437
"Sardar Vallabhbhai Patel Institute Of Tech., Vasad",AERONAUTICAL ENGINEERING,25872,35.94550165
"Government Engineering College, Palanpur",CIVIL ENGINEERING,26017,35.59311811
"Atmiya University, Faculty of Engineering and Technology, Rajkot",COMPUTER ENGINEERING,26149,35.24439945
"Government Engineering College, Bharuch",CIVIL ENGINEERING,26159,35.22747972
"SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY, BHAT,
GANDHINAGAR",COMPUTER ENGINEERING,26205,35.1213128
"SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY, BHAT,
GANDHINAGAR",INFORMATION TECHNOLOGY,26628,34.09843786
"Government Engineering College, Valsad",MECHANICAL ENGINEERING,26892,33.46904906
"Sankalchand Patel College Of Engg., Visnagar",COMPUTER ENGINEERING,27029,33.0734192
"Government Engineering College, Bharuch",ELECTRICAL ENGINEERING,27101,32.89736576
"Government Engineering College, Modasa",ELECTRONICS & COMMUNICATION ENGINEERING,27223,32.56229094
"Shri Sadvidhya Mandal Institute Of Tech., Bharuch",COMPUTER SCIENCE & ENGINEERING,27495,31.87685984
"A.D.Patel Institute Of Tech.,Karamsad",FOOD PROCESSING TECHNOLOGY,27530,31.79728374
"Institute of Infrastructure, Tech., Research & Management (IITRAM),
Maninagar, Ahmedabad",MECHANICAL ENGINEERING,27604,31.60801478
"Government Engineering College, Bhavnagar",ELECTRONICS & COMMUNICATION ENGINEERING,27643,31.45656975
DR. S & S.S.Ghandhi Government Engineering College Surat,ENVIRONMENTAL ENGINEERING,28520,29.07146357
"ITM (SLS) Baroda University (Formerly Known as ITM Universe),
Vadodara",COMPUTER SCIENCE & ENGINEERING,28625,28.75011747
"Department of Engineering and Computing , Institute of Advance
Research, Gandhinagar",CHEMICAL ENGINEERING,28797,28.2655613
"Pandit Deendayal Energy University ,Gandhinagar",CIVIL ENGINEERING,28822,28.15436541
"Unitedworld School of Computational Intelligence, Uvarsad,
Gandhinagar",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL IN,29704,25.59733658
"S.P.B. Patel Engg. College, (Saffrony), Linch, Mehsana",INFORMATION TECHNOLOGY,30071,24.55008633
"L.D.College Of Engineering, Ahmedabad",PLASTIC TECHNOLOGY,30142,24.27238524
"Bhagwan Arihant Institute of Tech., Surat",COMPUTER ENGINEERING,30291,23.78739737
"Dr. Jivraj Mehta Institute Of Technology, Anand",INFORMATION TECHNOLOGY,31091,21.2330155
"Institute of Infrastructure, Tech., Research & Management (IITRAM),
Maninagar, Ahmedabad",ELECTRICAL ENGINEERING,31269,20.60750788
"Faculty Of Technology(Sfi), Dharmsinh Desai University, Nadiad",MECHANICAL ENGINEERING,31679,19.10150206
"Government Engineering College, Patan",ELECTRONICS & COMMUNICATION ENGINEERING,31782,18.65677007
"Ganpat University, U.V.Patel College of Engineering, Kherva,
Mehsana",COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENC,32063,17.48051212
"Government Engineering College, Sector 28 Gandhinagar",METALLURGY,32163,17.13760099
"Sarvajanik College Of Engg. & Tech. , Surat",CIVIL ENGINEERING,32206,16.96089978
"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar",POWER ELECTRONICS,32209,16.95132098
"Narnarayan Shastri Institute of Technology, Jetalpur, Ahmedabad",COMPUTER SCIENCE & ENGINEERING,32268,16.73925172
"Parul Institute of Engineering & Technology, Waghodia, Vadodara",COMPUTER SCIENCE & ENGINEERING (DATA SCIENC,32516,15.79872817
"Chandubhai S Patel Institute Of Technology, Changa",ELECTRICAL ENGINEERING,32576,15.55074106
"L.J. Institute Of Engg And Tech., Ahmedabad",ELECTRONICS & COMMUNICATION ENGINEERING,32674,15.19382527
"Smt. S.R. Patel Engg. College, Dabhi, Unjha",COMPUTER ENGINEERING,32678,15.17554586
"ITM (SLS) Baroda University (Formerly Known as ITM Universe),
Vadodara",COMPUTER SCIENCE & ENGINEERING (CYBER SECUR,32717,14.98999856
"Sarvajanik College Of Engg. & Tech. , Surat",MECHANICAL ENGINEERING,32757,14.81154674
"Shroff S.R.Rotary Inst. Of Chemical Technology, Vatatia, Bharuch",ELECTRICAL ENGINEERING,32765,14.74701061
"Chandubhai S Patel Institute Of Technology, Changa",ELECTRONICS & COMMUNICATION ENGINEERING,32785,14.68982539
"Shroff S.R.Rotary Inst. Of Chemical Technology, Vatatia, Bharuch",CHEMICAL TECHNOLOGY,32903,14.1303075
"Amiraj College Of Engg & Tech., Sanand, Ahmedabad",COMPUTER SCIENCE & ENGINEERING,32954,13.88614487
"K.J. Institute Of Engg. And Tech., Savali",COMPUTER ENGINEERING,32967,13.79388516
"ITM (SLS) Baroda University (Formerly Known as ITM Universe),
Vadodara",COMPUTER SCIENCE & ENGINEERING (DATA SCIENC,33040,13.41705732
"Parul Institute of Engineering & Technology, Waghodia, Vadodara",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL IN,33058,13.37137727
"Sarvajanik College Of Engg. & Tech. , Surat",ELECTRONICS & COMMUNICATION ENGINEERING,33105,13.13483599
"L.J. Institute Of Engg And Tech., Ahmedabad",MECHANICAL ENGINEERING,33122,13.02497567
"G.H.Patel College Of Engg. & Tech. , V. V. Nagar",CHEMICAL ENGINEERING,33206,12.55071665
"R.K. University - School of Engineering, Rajkot",INFORMATION TECHNOLOGY,33214,12.49450828
"Rai School of Engineering, Dholka, Ahmedabad",COMPUTER SCIENCE & ENGINEERING,33244,12.32016843
"Parul Institute of Technology, Waghodia, Vadodara",FOOD TECHNOLOGY,33266,12.22733834
"Knowledge Institute of Technology and Engineering, Bakrol, Anand",COMPUTER ENGINEERING,33278,12.13629949
"Shankersinh Vaghela Bapu Institute Of Tech., Unava, Gandhinagar",COMPUTER ENGINEERING,33296,12.06925972
"Parul Institute of Technology, Waghodia, Vadodara",CHEMICAL ENGINEERING,33344,11.86486467
"Vidush Somany Institute Of Tech. & Res., Kadi",INFORMATION TECHNOLOGY,33413,11.41559581
"School of Engineering - Indrashil University, Kadi",CHEMICAL & BIOCHEMICAL ENGINEERING,33431,11.3279454
"P.P. Savani School of Engineering, P.P. Savani University, Kosamba",INFORMATION TECHNOLOGY & ENGINEERING,33437,11.30571247
"L.D.College Of Engineering, Ahmedabad",TEXTILE TECHNOLOGY,33439,11.30389175
"Knowledge Institute of Technology and Engineering, Bakrol, Anand",INFORMATION TECHNOLOGY,33444,11.28531969
"Pandit Deendayal Energy University , Gandhinagar",AUTOMOBILE ENGINEERING,33491,11.0020062
"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA, AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,33525,10.77650542
"L.J. Institute Of Engg And Tech., Ahmedabad",CHEMICAL ENGINEERING,33533,10.73535604
"Parul Institute of Engineering & Technology, Waghodia, Vadodara",COMPUTER SCIENCE & TECHNOLOGY,33548,10.64347825
"Marwadi Edu. Foundation Group Of Institutions, Faculty Of Engg.,
Rajkot",COMPUTER ENGINEERING,33585,10.43485726
"Vidush Somany Institute Of Tech. & Res., Kadi",COMPUTER SCIENCE & ENGINEERING,33590,10.41575973
"Ganpat University, U.V.Patel College of Engineering, Kherva,
Mehsana",COMPUTER SCIENCE & BUSINESS SYSTEMS,33593,10.39938125
"Shankersinh Vaghela Bapu Institute Of Tech., Unava, Gandhinagar",INFORMATION TECHNOLOGY,33596,10.39722072
"Ganpat University, Institute of Computer Tech., Kherva, Mehsana",COMPUTER SCIENCE & ENGINEERING (CLOUD BASE,33642,10.21246916
